Steel Wing,Physical,Steel,7,At-Will,3,"Melee, Pass, Spirit Surge",Steel Wing raises the user's Defense by +1 CS on 15+.
Sunsteel Strike,Physical,Steel,10,Scene x2,2,Close Blast 2,"This Move ignores any Abilities that would cause it to fail or miss; those Abilities cannot be activated in response to Sunsteel Strike (ex: Dodge, Wonder Guard)"
Aqua Jet,Physical,Water,4,At-Will,2,"Melee, 1 Target, Priority",--
Aqua Ring,Status,Water,--,Scene,--,"Self, Coat",Aqua Ring covers the user in a Coat that heals the user at the beginning of their turn. The user is healed a Tick of Hit Points each turn.
Aqua Tail,Physical,Water,9,EOT,4,"Melee, Pass",--
Brine,Special,Water,7,Scene x2,2,"6,  1 Target","If the target’s Hit Points are under 50%, Brine’s Damage Base is increased to Damage Base 13 (4d10+10 / 35)."
Bubble,Special,Water,4,At-Will,2,Burst 1,Bubble lowers the target's Speed by -1 CS on 16+..
Bubblebeam,Special,Water,8,At-Will,2,"4, 1 Target",Bubblebeam lowers the target's Speed by -1 CS on 18+.
Clamp,Static,Water,--,Static,--,--,"The user gains a +1 Bonus to Accuracy Rolls made to initiate Grapple Maneuvers, and +2 to Skill Checks made to initiate Grapple Maneuvers or gain Dominance. Whenever the user gains Dominance in a Grapple, the target of the Grapple loses a Tick of Hit Points."
Crabhammer,Physical,Water,10,EOT,4,"Melee, 1 Target",Crabhammer is a Critical Hit on 18+.
Dive,Physical,Water,8,Scene x2,2,"Burst 1, Set Up, Full Action","Set-Up Effect: The user moves underwater and its turn ends. The user must be in water at least 10 meters deep to use Dive. While underwater, the user may not be targeted by Moves. Resolution Effect: The user may shift horizontally using their underwater speed, and then may shift straight up until reaching a target. The user then attacks with Dive, creating a Burst 1. *Grants Swim +3"
Fishious Rend,Physical,Water,9,Scene x2,2,"Melee, 1 Target","Against targets with a lower initiative that have not yet acted this round, Fishious Rend deals +10 damage."
Hydro Cannon,Special,Water,15,Daily x2,4,"Line 9, Smite, Exhaust",--
Hydro Pump,Special,Water,11,Scene x2,4,"6, 1 Target, Push",The target is pushed away from the user 3 meters.
Life Dew,Status,Water,--,Daily x2,--,"Burst 1, Healing",The user and all allies in the burst regain Hit Points equal to 1/4 of their Maximum Hit Points.
Liquidation,Physical,Water,9,EOT,2,"Melee, 1 Target",The target's Defense is lowered by -1 CS on 17+.
Muddy Water,Special,Water,9,EOT,5,Close Blast 2,"As a Shift Action, the user may Move to any open square in Muddy Water’s area of effect without provoking any Attacks of Opportunity. On 16+, the Accuracy of all targets is lowered by 1."
Octazooka,Special,Water,7,At-Will,3,"6,  1 Target",Octazooka lowers the target's Accuracy by -1 on an Even-Numbered Roll.
Origin Pulse,Special,Water,12,Scene x2,5,"Close Blast 3, Smite",--
Rain Dance,Status,Water,--,Daily x2,--,"Field, Weather","The weather becomes Rainy for 5 rounds. While Rainy, Water-Type Attacks gain a +5 bonus to Damage Rolls, and Fire-Type Attacks suffer a -5 Damage penalty."
Razor Shell,Physical,Water,8,EOT,3,"Melee, 1 Target, Dash",Razor Shell lowers the target's Defense by -1 CS on an Even-Numbered Roll.
Scald,Special,Water,8,Scene x2,2,"5, 1 Target",Scald Burns the target on 15+.
Snipe Shot,Special,Water,8,EOT,2,"8, 1 Target","Snipe Shot is a Critical Hit on 18+. This Move may not be Intercepted, nor may any Abilities, Moves, or Features be activated to change this Move’s target. Any of those existing effects (such as Follow Me) fail."
Soak,Status,Water,--,Daily,2,"5, 1 Target",The target gains the Water type in addition to its other Types for 5 turns.
Sparkling Aria,Special,Water,9,EOT,2,"Melee, 2 Targets","When you hit a target with Sparkling Aria, the user may choose to deal no damage and instead cures that target of Burn, Confusion, Infatuation, Rage, or Provocation."
Steam Eruption,Special,Water,11,Scene,3,"Close Blast 3, Smite",Steam Eruption Burns all legal targets on a 15+.
Surf,Special,Water,9,EOT,2,Line 6,"As a Shift Action, the user may Move to any open square in Surf ’s area of effect without provoking any Attacks of Opportunity."
Water Gun,Special,Water,4,At-Will,2,"4, 1 Target",*Grants Fountain
Water Pledge,Special,Water,8,Scene x2,2,"6, 1 Target, Pledge","If an ally uses Fire Pledge or Grass Pledge, you may use Water Pledge as Priority (Advanced) immediately after their turn to target the same foe. If used in conjunction with Fire Pledge, a Rainbow is created that lasts for 5 rounds. If used in conjunction with Grass Pledge, the target and all foes adjacent to the target are slowed and have their Speed reduced by 2 Combat Stages. Consult the Pledge keyword for additional details."
Water Pulse,Special,Water,6,At-Will,2,"8, 1 Target, Aura",Water Pulse Confuses the target on 17+.
Water Shuriken,Physical,Water,2,EOT,2," 6, 1 Target, Five Strike, Priority",--
Water Shuriken [SM],Special,Water,2,EOT,2," 6, 1 Target, Five Strike, Priority",--
Water Sport,Status,Water,--,EOT,--,"Burst 2, Coat","All targets in the burst, including the user, gain a Coat which grants them 1 Step of Resistance to Fire Type Moves. After a target has been hit by a damaging Fire Type Move, the coat is removed. *Grants Fountain"
Water Spout,Special,Water,15,Daily,4,Burst 1*,"For each 10% of HP the user is missing, Water Spout's Damage Base is reduced by -1. Water Spout creates a 1 meter burst, but also affects an area 10 meters tall straight up."
Waterfall,Physical,Water,8,EOT,2,"Melee, 1 Target",Waterfall Flinches the target on 17+.
Whirlpool,Special,Water,4,Scene x2,4,"3, 1 Target",The target is put in a Vortex.
Withdraw,Status,Water,--,At-Will,--,Self," The user becomes Withdrawn. While Withdrawn, the user becomes immune to Critical Hits and gain 15 Damage Reduction. However, while Withdrawn, the user cannot Shift, and may only use self-targeting Moves. The user may stop being Withdrawn as a Shift Action.
Hidden Power Bug,Special,Bug,6,EOT,2,Burst 1,--
Hidden Power Dark,Special,Dark,6,EOT,2,Burst 1,--
Hidden Power Dragon,Special,Dragon,6,EOT,2,Burst 1,--
Hidden Power Electric,Special,Electric,6,EOT,2,Burst 1,--
Hidden Power Fighting,Special,Fighting,6,EOT,2,Burst 1,--
Hidden Power Fire,Special,Fire,6,EOT,2,Burst 1,--
Hidden Power Flying,Special,Flying,6,EOT,2,Burst 1,--
Hidden Power Ghost,Special,Ghost,6,EOT,2,Burst 1,--
Hidden Power Grass,Special,Grass,6,EOT,2,Burst 1,--
Hidden Power Ground,Special,Ground,6,EOT,2,Burst 1,--
Hidden Power Ice,Special,Ice,6,EOT,2,Burst 1,--
Hidden Power Poison,Special,Poison,6,EOT,2,Burst 1,--
Hidden Power Psychic,Special,Psychic,6,EOT,2,Burst 1,--
Hidden Power Rock,Special,Rock,6,EOT,2,Burst 1,--
Hidden Power Steel,Special,Steel,6,EOT,2,Burst 1,--
Hidden Power Water,Special,Water,6,EOT,2,Burst 1,--
Hidden Power Fairy,Special,Fairy,6,EOT,2,Burst 1,--
Struggle,Physical,Normal,4,At-Will,4,"Melee, 1 Target",--
Struggle+,Physical,Normal,5,At-Will,3,"Melee, 1 Target",--
